population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Toute la population,5,Prévalence,349,Groenland,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2023,0.005943045363929,0.0075132455000405,0.0048334316112909
1,Toute la population,5,Prévalence,349,Groenland,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2023,557.9536818208,707.63970319894,451.06261123178
1,Toute la population,5,Prévalence,144,Jordanie,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0062032330224622,0.0070825904698648,0.0053603852359817
1,Toute la population,5,Prévalence,144,Jordanie,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,603.49897775135,690.76943902088,521.3625048198501
1,Toute la population,5,Prévalence,218,Togo,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0034185674681316,0.0046248517321846,0.0023822684675084
1,Toute la population,5,Prévalence,218,Togo,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,338.13482137818,457.53834561608,235.34721239961
1,Toute la population,5,Prévalence,349,Groenland,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0062841366548391,0.0078106668241023,0.0049988940791524
1,Toute la population,5,Prévalence,349,Groenland,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,590.18534021306,733.13015947163,469.24874382496
1,Toute la population,5,Prévalence,190,L’Ouganda,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0052414419274791,0.0068150844450344,0.0037924272413373
1,Toute la population,5,Prévalence,190,L’Ouganda,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,518.86058468677,674.59726138707,374.87453326839
